run_no,best_fitness,genotype_hash,genotype,timestamp
1,3798.447,2a81ce80debfa27d0ab232fb10500c2637a5fca3df830af87cf4e503ae2f3482,"[ -4.9863634 -59.992847    2.5243835  82.41482    66.64416    46.30399
  60.71147    31.664099  -10.528704   20.571579  -61.943398  -40.678764
 -58.930817  -56.46332   -11.993121  -33.274193  -38.088585  -64.99732
 -80.932465  -15.618292 ]",0
1,3153.585,d4a21858c98a217369052d8e07e0c4942426597b2eb59be1252ab749e74add8e,"[  4.678842 -50.416786   8.907112  79.96677   70.2854    40.819897
  56.827843  29.384857 -11.274861  23.635283 -57.22574  -42.78629
 -50.132153 -51.652287 -14.351544 -37.374672 -28.835453 -67.8182
 -94.53387  -15.618292]",5
1,2509.8552,1ba4f8d4a34ed95c29f50138e41664519f002e69a50a16629bc6bc43174e165e,"[  6.2723846 -48.092834    4.098321   84.04362    66.491264   27.79285
  69.44014    22.392185   -8.497995   22.425014  -33.63213   -39.40681
 -42.3523    -66.158066  -11.342846  -46.805008  -14.57623   -70.57717
 -90.965385  -25.714739 ]",15
1,1951.6545,a35e1b465a7ba24c0cdb07b58b629bb9055427b34118527021527bd67adff620,"[-30.78141   -35.040882   70.80858    54.432766   72.35673    70.80378
   1.7567468  84.88786    -6.4765444 -58.29678    83.41632   -56.255543
  90.88015   -61.62301    59.61533   -36.67559    32.98231    -9.871345
  16.997366   79.93651  ]",20
1,1937.8369,3d9a992e2b425f1c27e30190af4946bc62cd75a1d5d41c5a1d00462f79026c36,"[-30.78141   -35.040882   70.80858    54.432766   72.35673    70.80378
   1.7567468  84.88786    -6.4765444 -58.00879    84.54886   -56.255543
  90.88015   -61.62301    59.61533   -36.67559    32.98231    -9.871345
  16.997366   79.93651  ]",25
1,1934.5292,5702e2b1dd5e9ed227013a8fbc621ef366a39266ac63deae95b356ce405a6ab3,"[-30.78141   -35.040882   68.8812     54.432766   72.35673    70.80378
   1.7567468  84.88786    -6.4765444 -58.29678    83.41632   -56.255543
  98.73845   -61.62301    59.61533   -36.67559    32.98231   -70.57717
  16.997366   79.93651  ]",30
1,1925.2517,b9ba5b84b52f2032a086717e68b2433e28f8e41908f83da0c577ad5ffe41ce57,"[-30.78141   -35.040882   68.8812     54.432766   72.35673    71.815865
   1.7567468  84.88786    -6.4765444 -58.29678    83.41632   -56.255543
  98.73845   -61.62301    59.61533   -36.67559    32.98231   -70.57717
  16.997366   79.93651  ]",35
1,1897.1437,2f05951c47dc61f79372019ba00b1854092801d0cca4cc5495a7f710ccdc7525,"[-30.78141   -35.040882   68.8812     54.432766   72.35673    72.19131
  10.969141   85.23939    -6.4765444 -58.29678    83.41632   -56.255543
  98.73845   -52.030544   59.61533   -36.67559    32.98231   -70.57717
  16.997366   79.93651  ]",40
1,1889.6068,bcf2a423f2f454a3a8fabe47625364b668ed867f6d4c13189eb983362b5d4554,"[-30.78141   -35.040882   68.8812     54.432766   72.35673    72.19131
  10.969141   85.23939    -6.4765444 -58.29678    83.41632   -56.255543
  98.73845   -52.030544   59.61533   -36.67559    37.273045  -70.57717
  16.997366   79.93651  ]",45
1,1884.1722,ebfedfe6cd4a6b11ef1da22d462e4ce72f1f8f6e2e47eba002362b8145eb6170,"[-30.78141   -35.040882   68.8812     54.309483   72.35673    72.19131
  10.969141   85.23939    -6.4765444 -58.29678    83.41632   -56.255543
  98.73845   -52.030544   59.61533   -36.67559    37.273045  -70.57717
  16.997366   79.93651  ]",50
1,1881.3314,0672f090dee5b787ba8fb6bf762219b081c977eb9966b1dd690ffebf85c870e3,"[-30.78141   -35.040882   68.8812     54.309483   72.35673    72.19131
  10.969141   87.10882    -6.4765444 -58.29678    83.41632   -56.255543
  98.73845   -52.030544   59.61533   -36.67559    35.682537  -70.57717
  16.997366   79.93651  ]",55
1,1878.2554,67e16b56ada18fa0bae74e8b787fb6d7f375615f68b974b8f21a4f2d98502d9c,"[-30.78141   -35.040882   68.8812     54.309483   72.35673    72.19131
  10.969141   87.10882    -6.4765444 -58.940056   83.41632   -56.70823
  98.73845   -51.842537   59.61533   -36.67559    35.682537  -67.884865
  16.997366   79.93651  ]",60
1,1878.0863,d6ffd4c28f09d163d521631766a4fa411b8cc370f35ed8fa242389378a3c26c0,"[-30.78141   -35.040882   68.8812     54.309483   72.35673    72.19131
  10.969141   87.10882    -6.4765444 -58.940056   83.41632   -56.255543
  98.73845   -51.842537   59.61533   -36.67559    35.682537  -67.884865
  16.997366   79.93651  ]",65
1,1875.3706,b66a9ce56d4272fb1b958553770f5f2964ac20715fdb3badc045101f50ec4800,"[-30.78141   -35.040882   68.8812     54.309483   72.35673    72.19131
  10.969141   87.10882    -6.4765444 -58.940056   83.41632   -56.255543
  98.92769   -51.842537   59.61533   -28.49663    37.273045  -67.884865
  22.112387   79.93651  ]",70
1,1874.827,a9c1511fde08eda79f48ac1a49622fb84d736b007809cdb940a5c31cf3539ec4,"[-30.78141   -35.040882   68.8812     54.309483   72.35673    72.19131
  10.969141   86.92854    -6.4765444 -58.940056   83.41632   -56.255543
  98.73845   -51.842537   59.61533   -28.49663    37.273045  -67.884865
  19.713062   79.93651  ]",75
1,1873.1843,2c10d442e653af26cd948d306ab2b12208e73d653e0f15a8b6e35a8e2d36a7a6,"[-30.78141   -35.040882   66.86573    54.309483   72.35673    72.19131
  10.969141   86.92854    -6.4765444 -58.940056   83.75762   -56.255543
  98.92769   -51.842537   59.61533   -28.987436   37.273045  -67.884865
  22.112387   79.93651  ]",80
