run_no,best_fitness,genotype_hash,genotype,timestamp
1,3083.0066,6b224e781ceed7e842ef61cae8e10c6457d93ad62d59be39bde9f2111333a015,"[ 59.757664    3.964826  -96.12789    51.34084   -84.27806    64.457825
  89.32883    93.491264  -97.18162    64.34254   -49.01671    -2.1803825
  89.913376  -70.629234   66.28558     4.8447013  30.337303   77.17211
 -84.24956    37.100647 ]",0
1,3018.423,e6e5d497bc5df9a4e395c44e9135aa77e04009626c478b9c3006aeda5cf5d4b7,"[-99.129265  68.563194 -23.801695 -43.698334  46.880016  14.525891
  74.155075  74.323074 -91.39883   93.94875  -71.62136  -30.18049
  89.85362  -67.36734   70.150314  43.77078   63.35359  -80.71957
  77.93742  -71.016945]",5
1,3016.7231,704b9fc4bd714903091bb643210ab07d4b31846262c7d47950680ab637f7975b,"[-99.129265  68.563194 -23.801695 -43.698334  46.880016  14.525891
  74.155075  74.323074 -92.695076  93.94875  -71.62136  -30.18049
  89.85362  -67.36734   71.62755   43.77078   63.35359  -80.71957
  77.93742  -70.76956 ]",10
1,3004.7793,083d438d9f013fd7dc0334799cd68cc8047d4e113b921f6bf4e20f1d58212c79,"[-99.129265  68.563194 -23.801695 -43.698334  46.880016  14.525891
  74.155075  74.323074 -91.39883   93.94875  -71.62136  -30.18049
  89.85362  -67.36734   72.46244   45.69236   61.071175 -82.916435
  77.93742  -71.016945]",15
1,2995.9436,c7e1e29d2638c32bc8cf0f0f05e69c0035e1517b515d9c25201539a75eeede61,"[-99.129265  67.40335  -23.801695 -43.698334  46.880016  14.525891
  73.290924  74.11425  -91.39883   93.94875  -71.62136  -30.18049
  89.85362  -67.36734   72.46244   46.338024  61.071175 -84.66774
  77.83538  -71.016945]",20
1,2994.6277,29c77fdab5ec2ef00f4b39f5e24bee6570c827cded920981232b435691812028,"[-99.129265  68.40336  -23.801695 -44.636753  46.880016  14.525891
  73.290924  74.11425  -91.39883   93.94875  -71.62136  -30.18049
  89.85362  -67.36734   72.46244   46.338024  61.071175 -84.66774
  77.038345 -71.016945]",25
1,2990.134,a770481488b4b3f902e31db6495df1d5b043e96b93816e718a6c2a5a79e80047,"[-99.129265  67.40335  -23.801695 -44.674896  46.880016  13.703328
  73.290924  74.11425  -91.39883   93.94875  -71.62136  -27.679794
  89.85362  -67.36734   72.46244   46.338024  59.615845 -84.66774
  77.83538  -71.016945]",30
1,2986.9265,1d74ec2a8cd7b4c8f2822910405086037bd91ff605afa8f869382337728945b5,"[-99.129265  68.40336  -23.801695 -44.636753  46.880016  12.096388
  73.290924  74.11425  -91.39883   93.94875  -71.62136  -26.358433
  89.85362  -67.36734   72.46244   46.338024  58.828186 -85.779396
  77.038345 -71.016945]",35
1,2983.8374,b9b9a69abf701e07e2a2602db04ccc29e647bca7a25aa05a23ac20c56b20302d,"[-99.129265  68.40336  -23.801695 -44.636753  46.880016  12.096388
  72.30307   74.11425  -91.39883   93.94875  -71.62136  -25.185333
  89.85362  -67.36734   72.46244   46.338024  58.828186 -85.779396
  77.038345 -71.016945]",40
1,2982.487,5c7ee39f612b11ac8a658bd65d1a05ff7b996da17f0e3ae33856bb8ccf4ecb95,"[-99.129265  68.40336  -23.801695 -44.636753  46.880016  12.096388
  72.30307   74.11425  -91.39883   93.94875  -71.62136  -25.185333
  89.85362  -66.66628   71.323715  46.338024  58.828186 -85.779396
  77.038345 -71.016945]",45
